Date(TS),Latitude,Longitude,Depth,Type,Magnitude,Location,EventID
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
19-12-2023 05:56:49,40.1711,31.685,6.98,ML,1.4,Nallıhan (Ankara),613304
19-12-2023 05:52:08,38.4111,37.3478,7,ML,1.3,Elbistan (Kahramanmaraş),613303
19-12-2023 05:13:39,37.9333,28.7725,7,ML,1.2,Sarayköy (Denizli),613298
19-12-2023 05:08:40,39.9325,39.3239,6.93,ML,1.7,Kelkit (Gümüşhane),613302
19-12-2023 14:20:41,38.3697,38.0881,7,ML,1.8,Akçadağ (Malatya),613321
19-12-2023 13:07:59,39.4689,29.2919,7,ML,1.2,Emet (Kütahya),613317
19-12-2023 13:00:42,38.0258,27.1533,23.39,ML,0.9,Menderes (İzmir),613315
19-12-2023 12:44:11,38.3183,38.2919,7,ML,1.7,Yeşilyurt (Malatya),613320
19-12-2023 12:24:39,39.925,39.3097,6.96,ML,1.3,Kelkit (Gümüşhane),613319
19-12-2023 12:13:03,39.8828,39.3047,7.14,ML,1.3,Merkez (Erzincan),613316
19-12-2023 12:01:47,38.8564,38.015,8.69,ML,1.4,Hekimhan (Malatya),613318
19-12-2023 11:43:54,36.6133,36.4406,5.75,ML,1.7,Kırıkhan (Hatay),613314
19-12-2023 11:24:01,39.5878,33.0497,10.09,ML,1.0,Bala (Ankara),613313
19-12-2023 10:39:06,38.1469,37.4167,7,ML,2.0,Elbistan (Kahramanmaraş),613312
19-12-2023 09:55:31,37.9911,37.8047,7,ML,1.5,Doğanşehir (Malatya),613311
19-12-2023 09:43:16,38.3194,44.7228,7.03,ML,2.6,"Salmas, West Azarbaijan (İran) - [24.67 km] Başkale (Van)",613310
19-12-2023 09:22:23,38.1567,38.5386,7,ML,1.0,Battalgazi (Malatya),613309
19-12-2023 07:40:23,38.2403,38.3178,7,ML,1.4,Yeşilyurt (Malatya),613306
19-12-2023 06:34:25,39.9175,39.3014,6.93,ML,1.2,Kelkit (Gümüşhane),613308
19-12-2023 06:22:08,37.2494,36.9522,7.02,ML,1.3,Nurdağı (Gaziantep),613307
